DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,CIRCUNSCRIPCION_CODIGO,CICUNSCRIPCION_NOMBRE,CIRCUNSCRIPCION,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,JUNTA_SEXO,CANDIDATO_CODIGO,SUFRAGANTES,BLANCOS,NULOS,VOTOS,CANDIDATO_NOMBRE,OP_CODIGO
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,715.0,PEDRO CARBO,0.0,0.0,,185.0,VALLE DE LA VIRGEN,M,14700.0,1146.0,304.0,124.0,1.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,715.0,PEDRO CARBO,0.0,0.0,,1670.0,SABANILLA,F,14700.0,1717.0,234.0,233.0,3.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,715.0,PEDRO CARBO,0.0,0.0,,1670.0,SABANILLA,M,14700.0,1748.0,332.0,216.0,4.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,715.0,PEDRO CARBO,0.0,0.0,,5735.0,PEDRO CARBO,F,14700.0,14430.0,1819.0,2348.0,26.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,715.0,PEDRO CARBO,0.0,0.0,,5735.0,PEDRO CARBO,M,14700.0,15443.0,2558.0,2184.0,42.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,735.0,PLAYAS,0.0,0.0,,6255.0,GRAL.VILLAMIL / PLAYAS,F,14700.0,18282.0,1967.0,1959.0,25.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,735.0,PLAYAS,0.0,0.0,,6255.0,GRAL.VILLAMIL / PLAYAS,M,14700.0,17985.0,2158.0,1704.0,27.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,790.0,SIMON BOLIVAR,0.0,0.0,,660.0,CRNEL. LORENZO GARAICOA,F,14700.0,2598.0,349.0,284.0,5.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,790.0,SIMON BOLIVAR,0.0,0.0,,660.0,CRNEL. LORENZO GARAICOA,M,14700.0,2805.0,499.0,375.0,5.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,790.0,SIMON BOLIVAR,0.0,0.0,,6385.0,SIMON BOLIVAR,F,14700.0,5854.0,606.0,594.0,4.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,790.0,SIMON BOLIVAR,0.0,0.0,,6385.0,SIMON BOLIVAR,M,14700.0,6267.0,1009.0,675.0,7.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,6525.0,ELOY ALFARO /DURAN,F,14700.0,57868.0,5009.0,8248.0,100.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,6525.0,ELOY ALFARO /DURAN,M,14700.0,57145.0,5237.0,7592.0,141.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,7455.0,EL RECREO,F,14700.0,16084.0,1743.0,2625.0,32.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,7455.0,EL RECREO,M,14700.0,12778.0,1369.0,1741.0,21.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,7515.0,DIVINO NIÑO,F,14700.0,10642.0,1141.0,1486.0,27.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,820.0,DURAN,0.0,0.0,,7515.0,DIVINO NIÑO,M,14700.0,7990.0,1028.0,1030.0,15.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,835.0,A.BAQUERIZO MORENO,0.0,0.0,,6545.0,A.BAQUERIZO M /JUJAN,F,14700.0,8948.0,1329.0,1022.0,12.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,835.0,A.BAQUERIZO MORENO,0.0,0.0,,6545.0,A.BAQUERIZO M /JUJAN,M,14700.0,9396.0,1688.0,1122.0,15.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,870.0,SANTA LUCIA,0.0,0.0,,6580.0,SANTA LUCIA,F,14700.0,14455.0,2956.0,1959.0,42.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,870.0,SANTA LUCIA,0.0,0.0,,6580.0,SANTA LUCIA,M,14700.0,15559.0,3733.0,2129.0,43.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,890.0,CRNL MARCELINO MARIDUEÑAS,0.0,0.0,,6410.0,CRNL MARCELINO MARIDUENAS,F,14700.0,4345.0,466.0,505.0,10.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,890.0,CRNL MARCELINO MARIDUEÑAS,0.0,0.0,,6410.0,CRNL MARCELINO MARIDUENAS,M,14700.0,4798.0,639.0,541.0,15.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,920.0,LOMAS DE SARGENTILLO,0.0,0.0,,6440.0,LOMAS DE SARGENTILLO,F,14700.0,6879.0,1153.0,826.0,9.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,920.0,LOMAS DE SARGENTILLO,0.0,0.0,,6440.0,LOMAS DE SARGENTILLO,M,14700.0,7030.0,1536.0,855.0,18.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,940.0,NOBOL / PIEDRAHITA,0.0,0.0,,6460.0,NARCISA DE JESUS,F,14700.0,7987.0,999.0,1236.0,9.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,940.0,NOBOL / PIEDRAHITA,0.0,0.0,,6460.0,NARCISA DE JESUS,M,14700.0,7721.0,1297.0,983.0,21.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,985.0,GRAL. A. ELIZALDE,0.0,0.0,,6620.0,GRAL.ELIZALDE /BUCAY,F,14700.0,4580.0,467.0,682.0,5.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,985.0,GRAL. A. ELIZALDE,0.0,0.0,,6620.0,GRAL.ELIZALDE /BUCAY,M,14700.0,4709.0,511.0,607.0,10.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,986.0,ISIDRO AYORA,0.0,0.0,,6710.0,ISIDRO AYORA,F,14700.0,4495.0,883.0,613.0,9.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,986.0,ISIDRO AYORA,0.0,0.0,,6710.0,ISIDRO AYORA,M,14700.0,4701.0,1218.0,472.0,11.0,JORGE ALBERTO NORERO GONZALEZ,18.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,95.0,BALAO,0.0,0.0,,5470.0,BALAO,F,15165.0,6816.0,777.0,898.0,177.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,95.0,BALAO,0.0,0.0,,5470.0,BALAO,M,15165.0,7274.0,1063.0,865.0,237.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,125.0,COLIMES,0.0,0.0,,1435.0,SAN JACINTO,F,15165.0,1371.0,278.0,134.0,28.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,125.0,COLIMES,0.0,0.0,,1435.0,SAN JACINTO,M,15165.0,1545.0,366.0,158.0,21.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,125.0,COLIMES,0.0,0.0,,5365.0,COLIMES,F,15165.0,7110.0,1436.0,932.0,99.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,125.0,COLIMES,0.0,0.0,,5365.0,COLIMES,M,15165.0,8079.0,2025.0,935.0,127.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,1470.0,GUAYAS / PUERTO NUEVO,F,15165.0,2372.0,718.0,291.0,12.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,1470.0,GUAYAS / PUERTO NUEVO,M,15165.0,2688.0,940.0,285.0,13.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,1640.0,EL ROSARIO,F,15165.0,1873.0,495.0,232.0,13.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,1640.0,EL ROSARIO,M,15165.0,1872.0,586.0,162.0,15.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,6225.0,VELASCO IBARRA,F,15165.0,24683.0,4805.0,3366.0,218.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,385.0,EL EMPALME,0.0,0.0,,6225.0,VELASCO IBARRA,M,15165.0,25307.0,5829.0,2939.0,349.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5055.0,AYACUCHO,F,15165.0,6632.0,343.0,881.0,88.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5055.0,AYACUCHO,M,15165.0,6628.0,355.0,867.0,203.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5125.0,BOLIVAR/SAGRARIO,F,15165.0,5444.0,382.0,763.0,62.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5125.0,BOLIVAR/SAGRARIO,M,15165.0,5848.0,392.0,840.0,178.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5170.0,CARBO/CONCEPCION,F,15165.0,10053.0,692.0,1513.0,164.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5170.0,CARBO/CONCEPCION,M,15165.0,10781.0,721.0,1507.0,296.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5355.0,FEBRES CORDERO,F,15165.0,136553.0,11661.0,20277.0,2380.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5355.0,FEBRES CORDERO,M,15165.0,135055.0,13086.0,18991.0,3745.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5380.0,GARCIA MORENO,F,15165.0,23680.0,1299.0,3285.0,281.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5380.0,GARCIA MORENO,M,15165.0,23515.0,1470.0,3096.0,600.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5585.0,LETAMENDI,F,15165.0,39627.0,2696.0,5801.0,542.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5585.0,LETAMENDI,M,15165.0,38402.0,3162.0,5320.0,978.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5695.0,9 DE OCTUBRE,F,15165.0,4473.0,260.0,655.0,70.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5695.0,9 DE OCTUBRE,M,15165.0,4613.0,273.0,620.0,151.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5720.0,OLMEDO/SAN ALEJO,F,15165.0,5536.0,400.0,760.0,94.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5720.0,OLMEDO/SAN ALEJO,M,15165.0,5703.0,427.0,704.0,183.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5880.0,ROCA,F,15165.0,5414.0,300.0,654.0,101.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5880.0,ROCA,M,15165.0,5500.0,292.0,784.0,167.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5890.0,ROCAFUERTE,F,15165.0,5210.0,302.0,754.0,104.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,5890.0,ROCAFUERTE,M,15165.0,5602.0,339.0,677.0,188.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6095.0,SUCRE,F,15165.0,6403.0,460.0,953.0,84.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6095.0,SUCRE,M,15165.0,6676.0,490.0,929.0,181.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6150.0,TARQUI,F,15165.0,263278.0,16672.0,36279.0,3835.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6150.0,TARQUI,M,15165.0,244896.0,16530.0,31725.0,6323.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6185.0,URDANETA,F,15165.0,11859.0,634.0,1571.0,136.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6185.0,URDANETA,M,15165.0,11633.0,680.0,1518.0,296.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6265.0,XIMENA,F,15165.0,182804.0,15115.0,27923.0,2759.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6265.0,XIMENA,M,15165.0,168405.0,15073.0,22944.0,4207.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6405.0,PASCUALES,F,15165.0,105378.0,11807.0,16677.0,1704.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,,6405.0,PASCUALES,M,15165.0,86899.0,11137.0,11791.0,2097.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,1870.0,JUAN GOMEZ RENDON,F,15165.0,3830.0,637.0,456.0,67.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,1870.0,JUAN GOMEZ RENDON,M,15165.0,3895.0,720.0,353.0,134.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,2470.0,MORRO,F,15165.0,1378.0,294.0,114.0,6.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,2470.0,MORRO,M,15165.0,1377.0,345.0,100.0,9.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,2940.0,POSORJA,F,15165.0,8286.0,1442.0,1091.0,51.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,2940.0,POSORJA,M,15165.0,8201.0,1507.0,1023.0,107.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,3030.0,PUNA,F,15165.0,3127.0,760.0,386.0,24.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,3030.0,PUNA,M,15165.0,3508.0,993.0,424.0,40.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,4120.0,TENGUEL,F,15165.0,3798.0,756.0,562.0,26.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,390.0,GUAYAQUIL,0.0,0.0,CIRCUNSCRIPCION RURAL,4120.0,TENGUEL,M,15165.0,3989.0,886.0,542.0,56.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,1340.0,GRAL.PEDRO MONTERO,F,15165.0,2769.0,519.0,376.0,51.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,1340.0,GRAL.PEDRO MONTERO,M,15165.0,3071.0,849.0,313.0,85.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,1915.0,VIRGEN DE FATIMA,F,15165.0,4467.0,630.0,596.0,19.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,1915.0,VIRGEN DE FATIMA,M,15165.0,4222.0,626.0,502.0,59.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,4275.0,YAGUACHI VIEJO/CONE,F,15165.0,2770.0,505.0,292.0,46.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,4275.0,YAGUACHI VIEJO/CONE,M,15165.0,2645.0,682.0,271.0,32.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,6285.0,YAGUACHI NUEVO,F,15165.0,10858.0,1414.0,1410.0,183.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,395.0,YAGUACHI,0.0,0.0,,6285.0,YAGUACHI NUEVO,M,15165.0,10729.0,1895.0,1307.0,263.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,260.0,LIMONAL,F,15165.0,1307.0,226.0,192.0,116.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,260.0,LIMONAL,M,15165.0,1331.0,237.0,173.0,123.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,1855.0,JUAN BAUTISTA AGUIRRE,F,15165.0,1787.0,401.0,259.0,62.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,1855.0,JUAN BAUTISTA AGUIRRE,M,15165.0,1829.0,488.0,270.0,68.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,2105.0,LAS LOJAS,F,15165.0,2093.0,501.0,244.0,102.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,2105.0,LAS LOJAS,M,15165.0,2139.0,702.0,239.0,98.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,4500.0,EL LAUREL,F,15165.0,2787.0,609.0,392.0,82.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,4500.0,EL LAUREL,M,15165.0,2975.0,874.0,338.0,124.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,5275.0,DAULE,F,15165.0,32212.0,4761.0,4880.0,1623.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,5275.0,DAULE,M,15165.0,33342.0,6372.0,4390.0,1963.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,6850.0,LA AURORA,F,15165.0,11982.0,471.0,1649.0,101.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,6850.0,LA AURORA,M,15165.0,9855.0,374.0,1199.0,219.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,7425.0,MAGRO,F,15165.0,207.0,28.0,26.0,10.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,400.0,DAULE,0.0,0.0,,7425.0,MAGRO,M,15165.0,154.0,16.0,30.0,7.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,415.0,BALZAR,0.0,0.0,,5100.0,BALZAR,F,15165.0,19796.0,3608.0,2457.0,1517.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,415.0,BALZAR,0.0,0.0,,5100.0,BALZAR,M,15165.0,21412.0,4817.0,2241.0,1632.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,,5660.0,MILAGRO,F,15165.0,60827.0,5980.0,8161.0,717.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,,5660.0,MILAGRO,M,15165.0,58621.0,7400.0,7796.0,1372.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,920.0,CHOBO,F,15165.0,610.0,119.0,75.0,9.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,920.0,CHOBO,M,15165.0,621.0,143.0,61.0,9.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,2390.0,MARISCAL SUCRE/HUAQUES,F,15165.0,1789.0,335.0,194.0,25.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,2390.0,MARISCAL SUCRE/HUAQUES,M,15165.0,1881.0,418.0,221.0,50.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,3235.0,ROBERTO ASTUDILLO,F,15165.0,2512.0,431.0,296.0,36.0,ALFREDO ADUM ZIADE,146.0
2.0,PREFECTO Y VICEPREFECTO,9.0,GUAYAS,420.0,MILAGRO,0.0,0.0,CIRCUNSCRIPCION RURAL,3235.0,ROBERTO ASTUDILLO,M,15165.0,2499.0,443.0,311.0,47.0,ALFREDO ADUM ZIADE,146.0
